catalogNumber	scientificName	associatedTaxa	kingdom	phylum	class	order	family	genus	specificEpithet	Comments
2284960343	Lobulomycetales	Asterionella formosa	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa	
2284960344	Lobulomycetales	Asterionella formosa	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa	
1933067168	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067169	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067170	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067171	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067172	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067173	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067174	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067176	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067222	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067223	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067224	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067225	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067226	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067227	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067228	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067229	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067231	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067233	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067280	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067281	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067282	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067283	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067284	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067288	Lobulomycetales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1777430682	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
1777430683	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
1777430684	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
1777430687	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
1777430688	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
1777430689	Maranthos nigrum	Alexandrium taylori	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	taylori	
2271143704	Marinomyxa marina	Halophila stipulacea	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Hydrocharitaceae	Halophila	stipulacea	
408478900	Maullinia	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1238779768	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1238779769	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296535	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296536	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296537	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296538	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296539	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296540	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296541	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1240296542	Maullinia braseltonii	Durvillaea antarctica	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	antarctica	
1238779767	Maullinia braseltonii	Durvillaea	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea		
1238779770	Maullinia braseltonii	Durvillaea	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea		
1238779771	Maullinia braseltonii	Durvillaea	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea		
1240296531	Maullinia ectocarpi	Durvillaea amatheiae	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	amatheiae	
1240296532	Maullinia ectocarpi	Durvillaea amatheiae	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	amatheiae	
1240296533	Maullinia ectocarpi	Durvillaea potatorum	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	potatorum	
1240296534	Maullinia ectocarpi	Durvillaea potatorum	Chromista	Ochrophyta	Phaeophyceae	Fucales	Durvillaeaceae	Durvillaea	potatorum	
225691129	Mesochytrium penetrans	Chlorococcum minutum	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Chlorococcum	minutum	
225691133	Mesochytrium penetrans	Chlorococcum minutum	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlorococcaceae	Chlorococcum	minutum	
2261122847	Miracula einbuarlaekurica	Ulnaria acus	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	acus	
2262642619	Miracula einbuarlaekurica	Ulnaria acus	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Ulnaria	acus	
1391849643	Miracula helgolandica	Pseudo-nitzschia pungens	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	pungens	
1988230216	Miracula islandica	Minidiscus	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus		
2308276766	Miracula moenusica	Pleurosira laevis	Chromista	Bacillariophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Pleurosira	laevis	
365822607	Monoblepharidales	Isoetes echinospora	Plantae	Tracheophyta	Lycopodiopsida	Isoetales	Isoetaceae	Isoetes	echinospora	
365822608	Monoblepharidales	Isoetes echinospora	Plantae	Tracheophyta	Lycopodiopsida	Isoetales	Isoetaceae	Isoetes	echinospora	
1866582536	Nowakowskiella	Unidentified macroalgae								
2212999120	Paradinomyces evelyniae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
2212999121	Paradinomyces evelyniae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
2214620843	Paradinomyces triforaminorum	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
2214620844	Paradinomyces triforaminorum	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
2214620845	Paradinomyces triforaminorum	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
1050793083	Paraphelidium tribonematis	Tribonema gayanum	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	gayanum	
1050793084	Paraphelidium tribonematis	Tribonema gayanum	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	gayanum	
1050793085	Paraphelidium tribonematis	Tribonema gayanum	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	gayanum	
1591440928	Paraphelidium tribonematis	Tribonema gayanum	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	gayanum	
2177203080	Paraphysoderma sedebokerense	Haematococcus	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus		
641483242	Paraphysoderma sedebokerense	Scenedesmus dimorphus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	dimorphus	
641483243	Paraphysoderma sedebokerense	Scenedesmus dimorphus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	dimorphus	
641483244	Paraphysoderma sedebokerense	Scenedesmus dimorphus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	dimorphus	
1707758610	Paraphysoderma sedebokerense	Haematococcus lacustris	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	lacustris	
155049578	Paraphysoderma sedebokerense	Haematococcus pluvialis	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis	
940620036	Paraphysoderma sedebokerense	Haematococcus pluvialis	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis	
1791062461	Paraphysoderma sedebokerense	Haematococcus pluvialis	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis	
1804242274	Paraphysoderma sedebokerense	Haematococcus pluvialis	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis	
1858831707	Paraphysoderma sedebokerense	Haematococcus pluvialis	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	pluvialis	
1866582656	Paraphysoderma sedebokerense	Haematococcus	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus		
1828966567	Parvilucifera	Alexandrium ostenfeldii	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	ostenfeldii	
1828966568	Parvilucifera	Alexandrium ostenfeldii	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	ostenfeldii	
1828966570	Parvilucifera	Alexandrium ostenfeldii	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	ostenfeldii	
1828966571	Parvilucifera	Alexandrium ostenfeldii	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	ostenfeldii	
1828966572	Parvilucifera	Alexandrium ostenfeldii	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	ostenfeldii	
1828966564	Parvilucifera catillosa	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
1828966565	Parvilucifera catillosa	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
1828966566	Parvilucifera catillosa	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
1828966569	Parvilucifera catillosa	Kryptoperidinium foliaceum	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	foliaceum	
1143500067	Parvilucifera corolla	Durinskia baltica	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	baltica	
1143500068	Parvilucifera corolla	Durinskia baltica	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	baltica	
1248939543	Parvilucifera corolla	Durinskia baltica	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	baltica	
1248939544	Parvilucifera corolla	Durinskia baltica	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	baltica	
1248939545	Parvilucifera corolla	Durinskia baltica	Chromista	Myzozoa	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Durinskia	baltica	
554521737	Parvilucifera infectans	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
554521738	Parvilucifera infectans	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
1254400056	Parvilucifera infectans	Akashiwo sanguinea	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	sanguinea	
1263973595	Parvilucifera infectans	Akashiwo sanguinea	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	sanguinea	
554521735	Parvilucifera rostrata	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
554521736	Parvilucifera rostrata	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
1854304817	Parvilucifera sinerae	Gymnodinium litoralis	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	litoralis	
187439150	Parvilucifera sinerae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
859083751	Parvilucifera sinerae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
859083757	Parvilucifera sinerae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
1854304815	Parvilucifera sinerae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
1854304816	Parvilucifera sinerae	Alexandrium minutum	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	minutum	
1280964142	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1280964143	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1280964144	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1399224105	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1433537383	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1483613918	Pendulichytrium sphaericum	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1860302670	Perkinsea	Barrufeta bravensis	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Barrufeta	bravensis	
15088525	Phagomyxa bellerocheae	Bellerochea malleus	Chromista	Bacillariophyta	Bacillariophyceae	Hemiaulales	Bellerocheaceae	Bellerochea	malleus	
15088526	Phagomyxa odontellae	Odontella sinensis	Chromista	Bacillariophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Odontella	sinensis	
527478427	Phlyctochytrium bullatum									
527478454	Phlyctochytrium bullatum									
41079404	Phlyctochytrium planicorne	Oedogonium	Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Oedogonium		
62866676	Phlyctochytrium planicorne									
82398549	Phlyctochytrium planicorne									
108744660	Phlyctochytrium planicorne									
527478426	Phlyctochytrium planicorne									
527478453	Phlyctochytrium planicorne									
1025879010	Phytophthora gemini	Zostera marina	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Zosteraceae	Zostera	marina	
2155109025	Pirsonia									
1932124259	Pirsonia diadema	Coscinodiscus wailesii	Chromista	Bacillariophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	wailesii	
1185663358	Pirsonia guinardiae									
1185663371	Pirsonia guinardiae									
1185663372	Pirsonia guinardiae									
1185663382	Pirsonia guinardiae									
1185663434	Pirsonia guinardiae									
1185663449	Pirsonia guinardiae									
1185663499	Pirsonia guinardiae									
1185663508	Pirsonia guinardiae									
1185663676	Pirsonia guinardiae									
1185663687	Pirsonia guinardiae									
1185663689	Pirsonia guinardiae									
1185663743	Pirsonia guinardiae									
1185663792	Pirsonia guinardiae									
40644658	Pirsonia verrucosa	Guinardia delicatula	Chromista	Bacillariophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	delicatula	
343456250	Pirsonia verrucosa									
2165380885	Polyphagales	Yamagishiella unicocca	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella	unicocca	
2165380886	Polyphagales	Yamagishiella unicocca	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella	unicocca	
2165380887	Polyphagales	Yamagishiella unicocca	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella	unicocca	
2165384407	Polyphagales	Yamagishiella unicocca	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Volvocaceae	Yamagishiella	unicocca	
1137304030	Polyphagus parasiticus	Tribonema gayanum	Chromista	Ochrophyta	Xanthophyceae	Tribonematales	Tribonemataceae	Tribonema	gayanum	
1866582695	Polyrhizophydium stewartii	Eriocaulon	Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae	Eriocaulon		
1866582724	Polyrhizophydium stewartii	Eriocaulon	Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae	Eriocaulon		
2308266398	Pontisma blauvikense	Pylaiella littoralis	Chromista	Ochrophyta	Phaeophyceae	Licmophorales	Licmophoraceae	Licmophora		
806935688	Pontisma feldmanni	Asparagopsis armata	Plantae	Rhodophyta	Florideophyceae	Bonnemaisoniales	Bonnemaisoniaceae	Asparagopsis	armata	
1215710451	Pontisma muelleri	Polysiphonia	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia		
1215710453	Pontisma muelleri	Porphyra	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Porphyra		
1215710452	Pontisma palmariae	Palmaria palmata	Plantae	Rhodophyta	Florideophyceae	Palmariales	Palmariaceae	Palmaria	palmata	
1215710461	Pontisma palmariae	Palmaria palmata	Plantae	Rhodophyta	Florideophyceae	Palmariales	Palmariaceae	Palmaria	palmata	
902632957	Pontisma pyropiae	Pyropia yezoensis	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia	yezoensis	
902632963	Pontisma pyropiae	Pyropia yezoensis	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia	yezoensis	
94995385	Protrudomyces lateralis									
157063179	Protrudomyces lateralis									
157063189	Protrudomyces lateralis									
157063190	Protrudomyces lateralis									
575396731	Protrudomyces lateralis									
1399223991	Protrudomyces lateralis									
2165380894	Protrudomyces lateralis	Staurastrum	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		
2165380895	Protrudomyces lateralis	Staurastrum	Plantae	Charophyta	Zygnematophyceae	Desmidiales	Desmidiaceae	Staurastrum		
1341394216	Pseudopirsonia	Coscinodiscus wailesii	Chromista	Bacillariophyta	Bacillariophyceae	Coscinodiscales	Coscinodiscaceae	Coscinodiscus	wailesii	
1430492305	Pythium porphyrae	Pyropia yezoensis	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia	yezoensis	
13702147	Pythium porphyrae	Pyropia	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Pyropia		
338798157	Pythium porphyrae	Porphyra	Plantae	Rhodophyta	Bangiophyceae	Bangiales	Bangiaceae	Porphyra		
1767253969	Quaeritorhiza haematococci	Haematococcus lacustris	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	lacustris	
1767255581	Quaeritorhiza haematococci	Haematococcus lacustris	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	lacustris	
1845941597	Quaeritorhiza haematococci	Haematococcus lacustris	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	lacustris	
1866582718	Quaeritorhiza haematococci	Haematococcus	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus		
1940124898	Quaeritorhiza haematococci	Haematococcus	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus		
209165420	Rhizidium phycophilum									
209165421	Rhizidium phycophilum									
209165422	Rhizidium phycophilum									
291061462	Rhizidium phycophilum									
522210356	Rhizidium phycophilum									
626478931	Rhizidium phycophilum									
913748657	Rhizidium phycophilum									
1540602777	Rhizoclosmatium pessaminum									
1540602779	Rhizoclosmatium pessaminum									
1866582674	Rhizoclosmatium pessaminum									
1925766489	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766492	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766495	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766498	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766501	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766504	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
1925766507	Rhizophydiales	Planktothrix agardhii	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	agardhii	
2165380859	Rhizophydiales	Fragilaria crotonensis	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis	
2165380874	Rhizophydiales	Fragilaria crotonensis	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis	
2165380880	Rhizophydiales	Fragilaria crotonensis	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis	
2165384410	Rhizophydiales	Fragilaria crotonensis	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	crotonensis	
365822606	Rhizophydiales	Lobelia dortmanna	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Lobelia	dortmanna	
2165380855	Rhizophydiales	Asterionella formosa	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa	
2165380862	Rhizophydiales	Asterionella formosa	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Asterionella	formosa	
1933067189	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067190	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067191	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067192	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067193	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067194	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067195	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
1933067196	Rhizophydiales	Aulacoseira granulata	Chromista	Bacillariophyta	Bacillariophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	granulata	
